danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,duration_ms,time_signature,spotify_song,spotify_album,spotify_artist,billboard_name,billboard_artist,popularity,release_date,explicit,billboard_df_index
0.726,0.621,11,-8.474,0,0.037,0.769,0.0,0.257,0.965,113.525,audio_features,4BFNngt7W02OP5okL0M66H,spotify:track:4BFNngt7W02OP5okL0M66H,163600,4,You Beat Me To The Punch - Single Version / Mono,The Definitive Collection,Mary Wells,you beat me to the punch,mary wells,31,2008-01-01,False,269
0.591,0.324,2,-13.218,0,0.0302,0.606,0.000144,0.172,0.617,104.15,audio_features,5CEREcGR5WaLt40YzTQ62e,spotify:track:5CEREcGR5WaLt40YzTQ62e,159867,3,You'll Lose A Good Thing,You'll Lose A Good Thing,Barbara Lynn,youll lose a good thing,barbara lynn,55,1963-01-01,False,270
0.577,0.654,0,-4.609,1,0.0284,0.523,0.0,0.213,0.475,120.136,audio_features,5VnEgVwDyTz62S266oQg1S,spotify:track:5VnEgVwDyTz62S266oQg1S,136069,4,Uptown,The Crystals,The Crystals,uptown,the crystals,8,2009-01-01,False,271
0.659,0.0957,7,-15.826,1,0.0384,0.873,9.08e-06,0.405,0.491,107.004,audio_features,33aC0VE93PEf6dAqYOobRN,spotify:track:33aC0VE93PEf6dAqYOobRN,150360,3,Everybody Loves Me But You,The Definitive Collection,Brenda Lee,everybody loves me but you,brenda lee,26,2006-01-10,False,272
0.448,0.388,9,-7.118,1,0.0273,0.791,0.0,0.124,0.45,102.735,audio_features,2NDgssLziYK8D0INRZYGDq,spotify:track:2NDgssLziYK8D0INRZYGDq,179680,3,Patches,The Smash Records Story Vol 2,Dickey Lee,patches,dickey lee,13,2000-01-01,False,273
0.497,0.762,1,-4.462,1,0.038,0.354,5.89e-05,0.278,0.727,111.534,audio_features,7HgkQxxpt8CW8NqUVJF0Eh,spotify:track:7HgkQxxpt8CW8NqUVJF0Eh,143827,4,Venus in Blue Jeans,This Is Jimmy Clanton,Jimmy Clanton,venus in blue jeans,jimmy clanton,54,1998-01-01,False,274
0.533,0.582,4,-11.939,0,0.0323,0.612,0.0,0.441,0.84,111.252,audio_features,017vMLMUkQgK5zqoIbHOoB,spotify:track:017vMLMUkQgK5zqoIbHOoB,136760,4,Love Me Warm And Tender,My Way,Paul Anka,love me warm and tender,paul anka,24,1997-09-08,False,275
0.388,0.143,5,-17.545,1,0.0416,0.947,0.000865,0.1,0.578,182.665,audio_features,4H1POasJbrLNaQirsIH29e,spotify:track:4H1POasJbrLNaQirsIH29e,181800,3,She's Got You - Single Version,Sentimentally Yours,Patsy Cline,shes got you,patsy cline,56,1962,False,277
0.482,0.86,4,-9.599,1,0.0682,0.315,0.0,0.524,0.595,89.489,audio_features,35Fa5QHO8IRfZjQC1RkNNK,spotify:track:35Fa5QHO8IRfZjQC1RkNNK,196453,4,Dear One,Hy Weiss Presents: Old Town Records,Larry Finnegan,dear one,larry finnegan,5,2003-01-01,False,278
0.553,0.549,5,-10.314,1,0.0409,0.663,0.0,0.249,0.905,91.807,audio_features,1lnCcWCcHCN1uKx6toQuaA,spotify:track:1lnCcWCcHCN1uKx6toQuaA,133933,4,Her Royal Majesty,The Very Best of James Darren,"James Darren, Shelley Fabares & Paul Peter",her royal majesty,james darren,7,2011-02-15,False,279
0.583,0.43,9,-11.705,1,0.0768,0.842,0.0,0.145,0.678,118.953,audio_features,7xlYVBERqQ6r76euVrL9JS,spotify:track:7xlYVBERqQ6r76euVrL9JS,166120,4,Old Rivers,Lost Hits Of The 60's,Walter Brennan,old rivers,walter brennan,30,2012-01-01,False,280
0.548,0.352,4,-13.402,1,0.0337,0.686,0.0,0.063,0.702,73.764,audio_features,3pwVrPtrH83sSiYvUIfFQE,spotify:track:3pwVrPtrH83sSiYvUIfFQE,161533,4,Funny Way Of Laughing,It's Just My Funny Way Of Laughin',Burl Ives,funny way of laughin,burl ives,17,1962-01-01,False,281
0.544,0.527,3,-11.573,0,0.0938,0.697,0.972,0.0731,0.717,76.03,audio_features,67dN68PBuUplLJA2VoWfsB,spotify:track:67dN68PBuUplLJA2VoWfsB,135667,4,A Swingin' Safari,A Swingin' Safari,Billy Vaughn,a swingin safari,billy vaughn,39,1962-01-01,False,282
0.44,0.408,7,-9.774,1,0.0271,0.729,2.48e-06,0.0881,0.479,102.095,audio_features,7BlWK6ZJN4oYqlUKZBz4q0,spotify:track:7BlWK6ZJN4oYqlUKZBz4q0,135907,3,Tell Me,Lost Hits Of The 60's,Dick & Dee Dee,tell me,dick and deedee,28,2012-01-01,False,283
0.806,0.522,1,-13.43,1,0.202,0.267,0.0,0.0462,0.725,92.115,audio_features,1b1QTI1dEjPZYN1O8qz2Ob,spotify:track:1b1QTI1dEjPZYN1O8qz2Ob,203625,4,Pt 109,Big Bad John and the Cajun Queen,Jimmy Dean,pt 109,jimmy dean,5,2019-07-24,False,284
0.334,0.608,11,-9.827,0,0.0715,0.523,0.0,0.227,0.381,136.302,audio_features,1UfGX3eL0ifA3gJSwWPMBi,spotify:track:1UfGX3eL0ifA3gJSwWPMBi,163320,4,Little Diane,The Best Of Dion & The Belmonts,Dion,little diane,dion,23,2005-01-01,False,285
0.72,0.524,6,-11.839,1,0.221,0.825,0.293,0.0751,0.885,148.653,audio_features,3ym2F4iKWvuw1ct9Tw2bth,spotify:track:3ym2F4iKWvuw1ct9Tw2bth,134480,4,Percolator Twist,Alley - Oop-30 One Hit Wonders - Us Pop!,Billy Joe & The Checkmates,percolator twist,billy joe and the checkmates,7,2014-08-17,False,286
0.557,0.833,10,-6.135,1,0.0639,0.55,0.00116,0.342,0.758,91.455,audio_features,1Md3iKYg1hoHDGVfHSxXdJ,spotify:track:1Md3iKYg1hoHDGVfHSxXdJ,159827,4,"Twist, Twist Senora",Pop-Eye (The Top Rank Classic Hits),Gary U.S. Bonds,twist twist senora,gary us bonds,0,2023-04-28,False,287
0.492,0.816,7,-8.273,1,0.155,0.714,0.0,0.105,0.81,141.212,audio_features,6Pi8qqxac8KYv7QyEfgHUm,spotify:track:6Pi8qqxac8KYv7QyEfgHUm,177293,4,Twistin' Matilda (and the Channel),"Frank Guida Presents: Jimmy Soul ""If You Wanna Be Happy""",Jimmy Soul,twistin matilda,jimmy soul,13,2012-01-10,False,288
0.722,0.85,2,-4.364,1,0.0298,0.682,0.0,0.304,0.973,130.738,audio_features,4BeSYb1t7IHUV4ufZNWBzO,spotify:track:4BeSYb1t7IHUV4ufZNWBzO,124600,4,Gravy (For My Mashed Potatoes),The Best Of Dee Dee Sharp 1962-1966,Dee Dee Sharp,gravy for my mashed potatoes,dee dee sharp,26,2005-10-18,False,289
0.583,0.505,5,-7.304,1,0.0289,0.0916,0.0021,0.0606,0.709,103.393,audio_features,4z8IU9mvDyEOGlSrzp91gy,spotify:track:4z8IU9mvDyEOGlSrzp91gy,156507,4,Walk On The Wild Side - Pt. 1,The Complete Verve Singles,Jimmy Smith,walk on the wild side,jimmy smith,12,2016-12-09,False,290
0.495,0.595,9,-9.901,1,0.0371,0.368,0.908,0.266,0.669,142.016,audio_features,28LMSzy4ecnDWH3UU4pFvZ,spotify:track:28LMSzy4ecnDWH3UU4pFvZ,163800,4,Soul Twist,The Best Of King Curtis,King Curtis,soul twist,king curtis,12,1996-01-01,False,291
0.586,0.431,0,-5.675,1,0.0271,0.729,0.0,0.263,0.581,104.757,audio_features,7dcdGkGvUReKapLLhwBc3q,spotify:track:7dcdGkGvUReKapLLhwBc3q,149360,4,I'll Never Dance Again,Love And Loss,Bobby Rydell,ill never dance again,bobby rydell,29,2022-03-18,False,292
0.666,0.385,8,-8.166,0,0.0323,0.657,0.055,0.0734,0.904,111.045,audio_features,7tsJTfCK0f6W8NiOkQEGs8,spotify:track:7tsJTfCK0f6W8NiOkQEGs8,153373,4,I'm Blue (The Gong Gong Song),Button-Down Soul,The Ikettes,im blue the gong gong song,the ikettes,0,2021-02-05,False,293
0.605,0.125,10,-20.93,1,0.034,0.913,4.37e-06,0.205,0.623,130.907,audio_features,4C3jDWATqX5n4xaRO8wZOF,spotify:track:4C3jDWATqX5n4xaRO8wZOF,184293,4,Where Have All The Flowers Gone? - Remastered,The Capitol Collector's Series,The Kingston Trio,where have all the flowers gone,the kingston trio,48,1990-06-18,False,294
0.701,0.537,9,-5.459,1,0.0473,0.266,0.0,0.0523,0.494,89.008,audio_features,4RznSsSGNjiWTQ5Dht56LX,spotify:track:4RznSsSGNjiWTQ5Dht56LX,146965,4,(Girls Girls Girls) Made to Love,Extended Play Collection,Eddie Hodges,girls girls girls made to love,eddie hodges,13,2019-07-09,False,295
0.494,0.417,7,-9.993,1,0.03,0.665,6.18e-06,0.0644,0.603,119.863,audio_features,0wDxdQ32Z3TENznPcY9FaI,spotify:track:0wDxdQ32Z3TENznPcY9FaI,174773,3,Town Without Pity,The Best Of Gene Pitney,Gene Pitney,town without pity,gene pitney,17,1984,False,296
0.628,0.423,9,-11.231,1,0.0365,0.326,0.0,0.16,0.353,100.082,audio_features,6R9LiK1WhfnTvFsVfusdQl,spotify:track:6R9LiK1WhfnTvFsVfusdQl,121053,4,If I Had a Hammer - 2004 Remaster,"The Very Best of Peter, Paul and Mary","Peter, Paul and Mary",if i had a hammer,peter paul and mary,52,2005-08-23,False,297
0.522,0.422,11,-8.772,1,0.0276,0.844,1.94e-06,0.201,0.154,100.934,audio_features,2G3QuwTpQOe4i0JyMu47N3,spotify:track:2G3QuwTpQOe4i0JyMu47N3,172067,3,I Wish That We Were Married,I Wish That We Were Married,Ronnie And The Hi-Lites,i wish that we were married,ronnie and the hi lites,6,2018-01-19,False,298
0.542,0.786,9,-5.251,1,0.0438,0.79,2.14e-05,0.102,0.967,158.37,audio_features,4suuCh07v6FpDOQpubP2t4,spotify:track:4suuCh07v6FpDOQpubP2t4,126640,4,Surfin' Safari - Mono/Remastered 2001,On The Road Rock Funny hits,The Beach Boys,surfin safari,the beach boys,0,2023-04-27,False,299
0.546,0.878,3,-4.526,1,0.0377,0.677,0.0,0.127,0.964,159.105,audio_features,7ywfAoVZQOZzcCLOuSmVlX,spotify:track:7ywfAoVZQOZzcCLOuSmVlX,148973,4,Surfin' U.S.A. - Remastered 2001,Rock & Fun,The Beach Boys,surfin usa,the beach boys,0,2023-04-27,False,300
0.232,0.216,10,-10.674,1,0.0314,0.936,4.93e-06,0.246,0.432,94.268,audio_features,5DTOOkooKFUvWj1XQTFa09,spotify:track:5DTOOkooKFUvWj1XQTFa09,157573,3,The End of the World,The Essential Skeeter Davis,Skeeter Davis,the end of the world,skeeter davis,64,1994-05-23,False,301
0.659,0.66,0,-8.337,1,0.0441,0.627,0.000217,0.136,0.672,116.634,audio_features,7GHf8dQ2wA71wYOuRsQCZP,spotify:track:7GHf8dQ2wA71wYOuRsQCZP,146360,4,Rhythm of the Rain,Rhythm Of The Rain,The Cascades,rhythm of the rain,the cascades,62,1963,False,302
0.558,0.633,7,-3.265,1,0.0329,0.487,0.0,0.129,0.871,72.494,audio_features,2Bs1Lw9LX8hBm70t1iGdlh,spotify:track:2Bs1Lw9LX8hBm70t1iGdlh,112520,4,He's So Fine - Remastered 2000,The Chiffons Absolutely The Best!,The Chiffons,hes so fine,the chiffons,60,2004-10-02,False,303
0.376,0.246,10,-9.803,1,0.0286,0.862,0.0,0.155,0.282,80.167,audio_features,4QelFzhVgLomeQhvKrwM1S,spotify:track:4QelFzhVgLomeQhvKrwM1S,168093,1,Blue Velvet,The Best Of Bobby Vinton,Bobby Vinton,blue velvet,bobby vinton,57,1962,False,304
0.432,0.283,7,-11.691,1,0.031,0.84,0.155,0.199,0.31,110.33,audio_features,3kl9waNDdEv2BqDJBu9fuw,spotify:track:3kl9waNDdEv2BqDJBu9fuw,146945,3,Hey Paula,Hey Paula,Paul & Paula,hey paula,paul and paula,44,1963-11-28,False,305
0.323,0.89,0,-7.179,1,0.29,0.57,0.247,0.332,0.349,137.08,audio_features,2lBO10Y6uDv25SZRBG6juX,spotify:track:2lBO10Y6uDv25SZRBG6juX,191573,4,"Fingertips - Pt. 2 / Live At The Regal Theater, 1963",The Definitive Collection,Stevie Wonder,fingertips,stevie wonder,21,2002-10-29,False,306
0.635,0.37,0,-12.123,1,0.0359,0.419,3.05e-05,0.652,0.661,124.439,audio_features,2eIk5ky8THuVeQg5Z5eVav,spotify:track:2eIk5ky8THuVeQg5Z5eVav,192333,4,Can't Take My Eyes Off You,"Can't Get Used To Losing You / Love, Andy",Andy Williams,cant get used to losing you,andy williams,58,1963,False,307
0.679,0.791,8,-8.49,1,0.123,0.633,0.0,0.194,0.978,135.863,audio_features,5VPsHRgNi9i3sbJU4HeCc8,spotify:track:5VPsHRgNi9i3sbJU4HeCc8,128667,4,My Boyfriend's Back - Single Version,60's Gold,The Angels,my boyfriends back,the angels,37,2006-06-27,False,308
0.406,0.337,7,-11.157,1,0.0309,0.643,0.0,0.159,0.457,145.111,audio_features,0EYKtEb2mKXxlnMD6aqYig,spotify:track:0EYKtEb2mKXxlnMD6aqYig,187664,4,Sukiyaki,Sukiyaki,Kyu Sakamoto,sukiyaki,kyu sakamoto,43,2014-03-12,False,309
0.546,0.494,4,-10.39,1,0.034,0.787,0.000111,0.453,0.44,75.655,audio_features,6h0LLmMVZY108wNzD5UM6O,spotify:track:6h0LLmMVZY108wNzD5UM6O,140467,4,So Much In Love,So Much In Love,The Tymes,so much in love,the tymes,43,1963-01-01,False,310
0.507,0.088,9,-23.309,1,0.0343,0.51,0.0,0.0984,0.398,144.226,audio_features,3hqsBLMAqJqrhr434Z7WlA,spotify:track:3hqsBLMAqJqrhr434Z7WlA,206867,4,"Puff, the Magic Dragon",Moving,"Peter, Paul and Mary",puff the magic dragon,peter paul and mary,58,1963,False,311
0.381,0.0848,5,-17.77,1,0.032,0.834,0.0,0.112,0.557,155.036,audio_features,62Yu8QL1g9pdbvN4XL9Rah,spotify:track:62Yu8QL1g9pdbvN4XL9Rah,177360,4,Blowin' in the Wind,In the Wind,"Peter, Paul and Mary",blowin in the wind,peter paul and mary,58,1963,False,312
0.371,0.91,0,-8.08,1,0.0419,0.0118,0.954,0.198,0.59,155.045,audio_features,1TLB7MJEEO7cwxiBmBUQbf,spotify:track:1TLB7MJEEO7cwxiBmBUQbf,133987,4,Wipe Out,"Stranger Things: Soundtrack from the Netflix Series, Season 4",The Surfaris,wipe out,the surfaris,47,2022-07-01,False,313
0.29,0.2,8,-12.748,1,0.0275,0.894,0.000569,0.221,0.233,88.654,audio_features,5ggafYsNyKhTR9bISS3OPj,spotify:track:5ggafYsNyKhTR9bISS3OPj,163400,4,I Love You Because,I Love You Because,Al Martino,i love you because,al martino,37,1963-07-07,False,314
0.625,0.62,7,-8.858,1,0.0521,0.695,0.628,0.116,0.721,126.495,audio_features,4Dbs97jPFZF6HFUSzpKliz,spotify:track:4Dbs97jPFZF6HFUSzpKliz,138347,4,Wild Weekend,Wild Weekend,The Rockin' Rebels,wild weekend,the rebels,14,1960-06-08,False,315
0.43,0.204,2,-12.807,1,0.031,0.77,0.0,0.252,0.408,75.058,audio_features,1r3HrhoBpczK4UryeoK1mO,spotify:track:1r3HrhoBpczK4UryeoK1mO,146533,4,You're The Reason I'm Living - Remastered,The Legendary Bobby Darin,Bobby Darin,youre the reason im living,bobby darin,19,2004-09-28,False,316
0.681,0.64,3,-10.364,1,0.0346,0.605,0.0,0.0641,0.966,117.884,audio_features,4C76SOnBa9eQDwOwe11hPz,spotify:track:4C76SOnBa9eQDwOwe11hPz,137933,4,Walk Like a Man,Big Girls Don't Cry and 12 Other Hits,Frankie Valli & The Four Seasons,walk like a man,the four seasons,60,1963-02-01,False,317
0.838,0.739,6,0.044,1,0.0335,0.281,0.0,0.127,0.854,118.038,audio_features,0kPkuVQC4pF74J7gHBolP8,spotify:track:0kPkuVQC4pF74J7gHBolP8,158093,4,Mockingbird,Mockingbird,Inez & Charlie Foxx,mockingbird,inez and charlie foxx,6,1962-11-25,False,318
0.638,0.44,0,-10.892,1,0.0348,0.722,0.0,0.515,0.904,125.495,audio_features,3GQETOg4ZXyQ1jEFqfMoac,spotify:track:3GQETOg4ZXyQ1jEFqfMoac,148160,4,I Will Follow Him,I Will Follow Him,Peggy March,i will follow him,peggy march,56,1963-12-10,False,319
0.444,0.459,9,-16.485,0,0.0388,0.752,0.885,0.13,0.735,152.111,audio_features,3Wwy5wlxd8CpKMZGc4Mgjf,spotify:track:3Wwy5wlxd8CpKMZGc4Mgjf,139253,4,Pipeline,Pipeline,The Chantays,pipeline,the chantays,48,1963,False,320
0.534,0.807,8,-12.871,1,0.0349,0.497,5e-05,0.232,0.964,147.843,audio_features,1Oewmmr12xuhgzvUJ9Q0cf,spotify:track:1Oewmmr12xuhgzvUJ9Q0cf,147267,4,Surf City,Surf City And Other Swingin' Cities,Jan & Dean,surf city,jan and dean,52,2010-01-01,False,321
0.692,0.501,9,-11.708,1,0.0625,0.368,0.0,0.0393,0.961,128.388,audio_features,1Pq47iFLC5U7j8xeNiNcuS,spotify:track:1Pq47iFLC5U7j8xeNiNcuS,140000,4,It's My Party,I'll Cry If I Want To,Lesley Gore,its my party,lesley gore,64,1963-06-01,False,322
0.677,0.572,2,-9.578,1,0.0391,0.493,4.26e-05,0.29,0.942,81.614,audio_features,2s4qqbPbqjuGQAQR6eJoU8,spotify:track:2s4qqbPbqjuGQAQR6eJoU8,150326,4,Blame It on the Bossa Nova,The Incredible Eydie Gormé,Eydie Gormé,blame it on the bossa nova,eydie gorme,38,1953-04-14,False,323
0.736,0.799,10,-5.834,1,0.0348,0.571,0.0,0.327,0.967,94.719,audio_features,1n1jUJ1BTzacNOrm2dCHQ5,spotify:track:1n1jUJ1BTzacNOrm2dCHQ5,125053,4,If You Wanna Be Happy,For Your Hully Gully Party/You Can't Sit Down,The Dovells,you cant sit down,the dovells,31,1963-01-01,False,324
0.406,0.842,5,-2.897,0,0.0661,0.464,0.0487,0.472,0.799,166.499,audio_features,3jsFZM3XKOaLnXLISEz7IO,spotify:track:3jsFZM3XKOaLnXLISEz7IO,164560,4,(Love Is Like A) Heat Wave - Single Version,Buenos Días Con Música Vol. 1,Martha Reeves & The Vandellas,heat wave,martha and the vandellas,0,2023-04-28,False,325
0.534,0.653,7,-13.528,1,0.0626,0.79,0.0,0.0583,0.929,125.763,audio_features,6G5Kr7DI74tLs6vk4S4Cvn,spotify:track:6G5Kr7DI74tLs6vk4S4Cvn,122000,4,Denise,The Best Of Laurie Records,Randy & The Rainbows,denise,randy and the rainbows,31,2016-03-01,False,326
0.681,0.66,3,-10.426,1,0.0319,0.791,0.0364,0.0669,0.965,130.019,audio_features,4WhT2YADjcU58IUgroWZQZ,spotify:track:4WhT2YADjcU58IUgroWZQZ,157267,4,Walk Right In,Vanguard Visionaries,The Rooftop Singers,walk right in,the rooftop singers,42,2007-01-01,False,327
0.673,0.866,10,-8.34,1,0.0391,0.695,0.000231,0.328,0.839,93.224,audio_features,7D97JnBT73FWUh9KmRvP9M,spotify:track:7D97JnBT73FWUh9KmRvP9M,143000,4,If You Wanna Be Happy,"Frank Guida Presents: Jimmy Soul ""If You Wanna Be Happy""",Jimmy Soul,if you wanna be happy,jimmy soul,54,2012-01-10,False,328
0.535,0.945,2,-8.211,1,0.0751,0.455,0.0,0.944,0.917,86.947,audio_features,2Hkz2uV2XwWwDJUxxYJItk,spotify:track:2Hkz2uV2XwWwDJUxxYJItk,177040,4,If i Had A Hammer,Trini López,Trini Lopez,if i had a hammer,trini lopez,18,2005-01-01,False,329
0.796,0.475,4,-11.216,1,0.0435,0.486,1.52e-06,0.195,0.883,136.459,audio_features,2C5p7j2gw7Jr2VAZDiNP4u,spotify:track:2C5p7j2gw7Jr2VAZDiNP4u,126040,4,Easier Said Than Done,Easier Said Than Done,The Essex,easier said than done,the essex,36,1963-01-15,False,330
0.647,0.653,4,-10.301,1,0.126,0.771,0.0,0.155,0.602,121.508,audio_features,6QyhpZJvcIPqx1v0UAk3NM,spotify:track:6QyhpZJvcIPqx1v0UAk3NM,156867,4,Ruby Baby,The Essential Dion,Dion,ruby baby,dion,31,2005-04-18,False,331
0.538,0.625,8,-7.722,1,0.045,0.708,0.000126,0.128,0.718,92.422,audio_features,3ngYXFSYtF5mHguNCA3JZ0,spotify:track:3ngYXFSYtF5mHguNCA3JZ0,154707,4,Our Day Will Come,Our Day Will Come,Ruby And The Romantics,our day will come,ruby and the romantics,43,1963-01-01,False,332
0.458,0.164,0,-23.883,1,0.0304,0.743,0.0,0.125,0.82,103.32,audio_features,4tbKu2TdfpiBUEhXHvDB7G,spotify:track:4tbKu2TdfpiBUEhXHvDB7G,166960,4,Hello Stranger,60's Memories,Barbara Lewis,hello stranger,barbara lewis,0,2023-04-27,False,333
0.512,0.771,4,-7.006,1,0.0402,0.168,0.0,0.0895,0.803,129.639,audio_features,1WN4uNclrDuczTO3bCr8s1,spotify:track:1WN4uNclrDuczTO3bCr8s1,160907,4,Be My Baby,Presenting the Fabulous Ronettes Featuring Veronica,The Ronettes,be my baby,the ronettes,70,1964-11-01,False,334
0.571,0.725,5,-5.303,1,0.213,0.136,0.0,0.177,0.817,186.902,audio_features,2yoTFqvgtJgEK68lfUC9Kp,spotify:track:2yoTFqvgtJgEK68lfUC9Kp,132453,4,South Street,The Wah-Watusi/South Street,The Orlons,south street,the orlons,31,1962-01-01,False,335
0.226,0.143,7,-16.544,0,0.0317,0.95,0.0,0.125,0.148,81.876,audio_features,6zvTY90KuWKBvQaOowAcq5,spotify:track:6zvTY90KuWKBvQaOowAcq5,127707,4,Days Of Wine And Roses - 1988 Remastered,Pure Gold,Henry Mancini,days of wine and roses,henry mancini,24,1975-08-02,False,336
0.799,0.689,5,-8.127,1,0.0443,0.565,0.0,0.146,0.948,123.169,audio_features,0VtvetMMdBu88MbUeM5YnL,spotify:track:0VtvetMMdBu88MbUeM5YnL,166600,4,The Monkey Time,The Very Best Of Major Lance,Major Lance,the monkey time,major lance,23,2000-09-05,False,337
0.635,0.677,5,-6.036,1,0.0357,0.382,0.0,0.186,0.727,126.846,audio_features,0pQBk550WHHVS9NpdKm2h9,spotify:track:0pQBk550WHHVS9NpdKm2h9,158493,4,Candy Girl - 2007 Remaster,Jersey Beat: The Music Of Frankie Valli and The Four Seasons,Frankie Valli & The Four Seasons,candy girl,the four seasons,21,2007-06-04,False,338
0.852,0.754,7,-6.763,1,0.0921,0.307,0.00128,0.042,0.855,132.33,audio_features,56k4ZJFWDGisXoJ5fiZrMd,spotify:track:56k4ZJFWDGisXoJ5fiZrMd,123351,4,Sugar Shack (feat. Jimmy Gilmer),Rockin' in the 50's,The Fireballs,sugar shack,the fireballs,9,2011-03-15,False,339
0.565,0.264,2,-12.573,1,0.0321,0.274,0.0,0.115,0.237,94.29,audio_features,0IMjabG3vIphDxJ9Y9MxYa,spotify:track:0IMjabG3vIphDxJ9Y9MxYa,171760,4,Still,Still,Bill Anderson,still,bill anderson,15,2016-10-28,False,340
0.57,0.259,10,-14.457,1,0.0256,0.828,0.0,0.26,0.603,97.723,audio_features,5CUlXjt8AAc9wulPCYUMw7,spotify:track:5CUlXjt8AAc9wulPCYUMw7,141800,4,Blue On Blue,Bobby Vinton's Greatest Hits,Bobby Vinton,blue on blue,bobby vinton,15,1964,False,341
0.554,0.267,10,-16.946,1,0.0314,0.494,0.0,0.352,0.692,76.219,audio_features,5P6DJvY8wnHVfa8ExouiWD,spotify:track:5P6DJvY8wnHVfa8ExouiWD,206263,3,Cry Baby,True Soul Singer,Garnet Mimms,cry baby,garnet mimms,9,2022-09-30,False,342
0.717,0.414,2,-16.067,0,0.0644,0.771,0.487,0.049,0.713,124.162,audio_features,5u9qW0xEvGJV8hlezSPVmz,spotify:track:5u9qW0xEvGJV8hlezSPVmz,197480,4,Two Faces Have I,Lightnin' Strikes,Lou Christie,two faces have i,lou christie,10,2008-01-01,False,343
0.356,0.57,3,-9.791,1,0.0498,0.357,0.0,0.0899,0.928,71.702,audio_features,0W62Of2pM4mV57PlCaIwZp,spotify:track:0W62Of2pM4mV57PlCaIwZp,156160,4,Busted,Pop Classics,Ray Charles,busted,ray charles,21,2021-08-27,False,344
0.535,0.797,3,-7.533,1,0.0459,0.48,3.42e-05,0.141,0.613,148.835,audio_features,0fonScmHUzC0MglSLn9saA,spotify:track:0fonScmHUzC0MglSLn9saA,140120,4,Da Doo Ron Ron (When He Walked Me Home),Da Doo Ron Ron: The Very Best of The Crystals,The Crystals,da doo ron ron,the crystals,58,2011-02-22,False,345
0.762,0.547,7,-12.624,0,0.037,0.793,9.81e-06,0.172,0.883,110.452,audio_features,4JsM2ndEFr9Wmev7gYqwLU,spotify:track:4JsM2ndEFr9Wmev7gYqwLU,133651,4,Foolish Little Girl,Remember When,The Shirelles,foolish little girl,the shirelles,11,2005,False,346
0.525,0.774,7,-8.416,1,0.0261,0.136,0.146,0.0739,0.971,101.132,audio_features,5243SkRClZGjQrB0mhFJ9T,spotify:track:5243SkRClZGjQrB0mhFJ9T,152004,4,Memphis,The Wham of That Memphis Man!,Lonnie Mack,memphis,lonnie mack,8,1963-01-01,False,347
0.495,0.435,0,-9.99,1,0.0286,0.67,0.00038,0.13,0.71,108.189,audio_features,44pN9jfSqY3d3lrKuv3QeN,spotify:track:44pN9jfSqY3d3lrKuv3QeN,169160,4,In Dreams,In Dreams,Roy Orbison,in dreams,roy orbison,60,1963-02-01,False,348
0.434,0.555,4,-12.113,0,0.031,0.0061,0.921,0.156,0.736,134.05,audio_features,6oEqv0AjtSNBL2JsTbgEg6,spotify:track:6oEqv0AjtSNBL2JsTbgEg6,123147,4,"More (Theme from ""Mondo Cane"")",China Nights,Kai Winding,more,kai winding,12,2023-03-02,False,349
0.543,0.763,1,-5.097,1,0.0327,0.621,1.78e-05,0.221,0.816,120.62,audio_features,7LytWfv69NzPIojDdGex0X,spotify:track:7LytWfv69NzPIojDdGex0X,126080,4,I Can't Stay Mad at You,Let Me Get Close To You (With Bonus Tracks),Skeeter Davis,i cant stay mad at you,skeeter davis,28,2008-04-16,False,350
0.384,0.303,4,-9.288,1,0.027,0.516,0.0,0.185,0.269,110.75,audio_features,78HTdAIfx2UBmFWZN4s7A6,spotify:track:78HTdAIfx2UBmFWZN4s7A6,154173,3,Losing You,"...""Let Me Sing""",Brenda Lee,losing you,brenda lee,43,1963-09-12,False,351
0.42,0.866,9,-10.091,1,0.0482,0.124,0.0235,0.981,0.751,162.726,audio_features,4trGanFbNFNJsynn7jMnlk,spotify:track:4trGanFbNFNJsynn7jMnlk,180333,4,Mean Woman Blues,Black & White Night,Roy Orbison,mean woman blues,roy orbison,26,1989-11-23,False,352
0.452,0.101,1,-18.548,1,0.0295,0.768,0.933,0.122,0.22,76.402,audio_features,66HiDLgn9SEfdfLPFHWxuZ,spotify:track:66HiDLgn9SEfdfLPFHWxuZ,142693,4,Our Winter Love - Single Version,Instrumental Themes For Young Lovers (Music For Gracious Living Volume 2),Bill Pursell,our winter love,bill pursell,24,1954,False,353
0.498,0.266,10,-13.425,1,0.0348,0.768,0.0,0.0828,0.376,69.601,audio_features,1smChL3Aq1U9DZA83LuDtp,spotify:track:1smChL3Aq1U9DZA83LuDtp,131227,4,I Wanna Be Around...,I Wanna Be Around,Tony Bennett,i wanna be around,tony bennett,40,1963-02-18,False,354
0.584,0.582,0,-6.597,1,0.0298,0.306,0.0,0.201,0.647,117.932,audio_features,1kWiDJV318zVeKTIOzuPMm,spotify:track:1kWiDJV318zVeKTIOzuPMm,172533,3,You've Really Got A Hold On Me,Buenos Días Con Música Vol. 1,The Miracles,youve really got a hold on me,the miracles,0,2023-04-28,False,355
